Segment_ID,Phrase,clip,ID,clean_text,clean_text2,y,y_pred,confusion
kPch8YhNfPE4,"When you go out to get your first film going, whether you're trying to recruit your cast and your regular crew members or whether you're trying to bring in a little bit of money or get vendors that can help trade out some products, some film stock, lighting gear, all that equipment you'll need.",4,kPch8YhNfPE,when you go out to get your first film going whether youre trying to recruit your cast and your regular crew members or whether youre trying to bring in a little bit of money or get vendors that can help trade out some products some film stock lighting gear all that equipment youll need,go get first film going whether youre trying recruit cast regular crew member whether youre trying bring little bit money get vendor help trade product film stock lighting gear equipment youll need,1,0,1
8062710, It's xxx a stupid film,10,80627, its xxx a stupid film,xxx stupid film,-1,-1,0
2834951, This is a comedy that's rated R,1,283495, this is a comedy thats rated r,comedy thats rated r,0,-1,1
7344710," Dogville (umm), you know from the back of the cover seemed to be kind of interesting, but the way that the screenplay and they set it up basically was a stage act with little more than props as furniture and also black backdrops just to sort of see this whole thing play out",10,73447, dogville umm you know from the back of the cover seemed to be kind of interesting but the way that the screenplay and they set it up basically was a stage act with little more than props as furniture and also black backdrops just to sort of see this whole thing play out,dogville umm know back cover seemed kind interesting way screenplay set basically stage act little prop furniture also black backdrop sort see whole thing play,-1,-1,0
1087931," I was, I was (stutter) really excited to see this movie",1,108793, i was i was stutter really excited to see this movie,stutter really excited see movie,1,-1,2
QMAztkqnvws4,"To incentivize further democratic reforms and to maintain pressure on targeted individuals and entities and the military, the basic sanctions architecture will remain in place.",4,QMAztkqnvws,to incentivize further democratic reforms and to maintain pressure on targeted individuals and entities and the military the basic sanctions architecture will remain in place,incentivize democratic reform maintain pressure targeted individual entity military basic sanction architecture remain place,0,0,0
19279912," Suddenly when Robin Williams takes over in the movie it's just like wow, he's not boring, he's not funny like they are",12,192799, suddenly when robin williams takes over in the movie its just like wow hes not boring hes not funny like they are,suddenly robin williams take movie like wow he boring he funny like,-1,-1,0
QVyxySAaehE10,"And that's one of those tools that became extremely helpful to me because it made it so easy for me to make an e-mail contact with my legislator you know just using the template that was there, personalizing a little bit.",10,QVyxySAaehE,and thats one of those tools that became extremely helpful to me because it made it so easy for me to make an email contact with my legislator you know just using the template that was there personalizing a little bit,thats one tool became extremely helpful made easy make email contact legislator know using template personalizing little bit,1,1,0
YWjTWl0oNLk6,This brings us to the new Celebrity system of late night,6,YWjTWl0oNLk,this brings us to the new celebrity system of late night,brings u new celebrity system late night,1,0,1
27323725," So please, don't go to see this movie, it's not funny",25,273237, so please dont go to see this movie its not funny,please dont go see movie funny,-1,-1,0
19k6sEC78142,Well the big questions that we confront in our everyday life are those that really reflect the challenges that our government faces and it works with a lot of other parties.,2,19k6sEC7814,well the big questions that we confront in our everyday life are those that really reflect the challenges that our government faces and it works with a lot of other parties,well big question confront everyday life really reflect challenge government face work lot party,0,1,1
YGeVGXXK3ao4,"We have to remember when we discharge people from our hospital, that we're not done",4,YGeVGXXK3ao,we have to remember when we discharge people from our hospital that were not done,remember discharge people hospital done,0,1,1
1342524, (umm) I didn't really find that this movie was very entertaining,4,134252, umm i didnt really find that this movie was very entertaining,umm didnt really find movie entertaining,-1,-1,0
EEUGfVTyTQM1,"When speaking to students, my top tip is to approach the application and the personal statement as you would any other academic essay - the hardest part is getting pen to paper and coming up with some initial thoughts.",1,EEUGfVTyTQM,when speaking to students my top tip is to approach the application and the personal statement as you would any other academic essay  the hardest part is getting pen to paper and coming up with some initial thoughts,speaking student top tip approach application personal statement would academic essay hardest part getting pen paper coming initial thought,1,1,0
466156," I didn't enjoy watching it, there's no special features",6,46615, i didnt enjoy watching it theres no special features,didnt enjoy watching there special feature,-1,-1,0
9-K1CXCXui43," And he grew that into 16 stores, and those stores were eventually integrated into Macy's",3,9-K1CXCXui4, and he grew that into  stores and those stores were eventually integrated into macys,grew store store eventually integrated macys,1,0,1
